Distribution,Model,Seed,Epoch,Test Log-Likelihood,Tail KL Divergence
Poisson,Softmax NN,3,22,-1.9473010301589966,0.009663208318664088
Poisson,Softmax NN,3,23,-1.9457488059997559,0.009324654798920588
Poisson,Softmax NN,3,24,-1.950075387954712,0.009478237210784633
Poisson,Softmax NN,3,25,-1.9462531805038452,0.008115366601703228
Poisson,Softmax NN,3,26,-1.94649076461792,0.008952203774945672
Poisson,Softmax NN,3,27,-1.9498852491378784,0.007749833904568331
Poisson,Softmax NN,3,28,-1.9473308324813843,0.007124993730002792
Poisson,Softmax NN,3,29,-1.9447659254074097,0.007126306245065913
Poisson,Softmax NN,3,30,-1.9478577375411987,0.007849180754136494
Poisson,Softmax NN,3,31,-1.9492446184158325,0.006156784414727872
Poisson,Softmax NN,3,32,-1.9466139078140259,0.006742384381138297
Poisson,Softmax NN,3,33,-1.9520047903060913,0.005621375003090377
Poisson,Softmax NN,3,34,-1.9437917470932007,0.005859504578355631
Poisson,Softmax NN,3,35,-1.944217562675476,0.005536726942787394
Poisson,Softmax NN,3,36,-1.9449576139450073,0.005988015389795536
Poisson,Softmax NN,3,37,-1.9447470903396606,0.005008064899806889
Poisson,Softmax NN,3,38,-1.9469131231307983,0.005952132627712787
Poisson,Softmax NN,3,39,-1.9455251693725586,0.005583288135457686
Poisson,Softmax NN,3,40,-1.9460889101028442,0.006817352887196001
Poisson,Softmax NN,3,41,-1.9454292058944702,0.0048119101572424725
Poisson,Softmax NN,3,42,-1.9489922523498535,0.004876937403666658
Poisson,Softmax NN,3,43,-1.9440150260925293,0.003877799443224128
Poisson,Softmax NN,3,44,-1.9479409456253052,0.004301662580157174
Poisson,Softmax NN,3,45,-1.945996880531311,0.004267658349544961
Poisson,Softmax NN,3,46,-1.9450129270553589,0.00443980687252838
Poisson,Softmax NN,3,47,-1.9480817317962646,0.004691898328961873
Poisson,Softmax NN,3,48,-1.9433236122131348,0.004749242808308006
Poisson,Softmax NN,3,49,-1.9471992254257202,0.00423917428113693
Poisson,Softmax NN,3,50,-1.949541449546814,0.005439334226405998
Poisson,Poisson,4,0,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,1,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,2,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,3,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,4,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,5,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,6,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,7,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,8,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,9,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,10,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,11,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,12,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,13,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,14,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,15,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,16,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,17,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,18,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,19,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,20,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,21,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,22,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,23,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,24,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,25,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,26,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,27,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,28,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,29,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,30,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,31,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,32,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,33,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,34,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,35,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,36,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,37,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,38,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,39,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,40,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,41,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,42,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,43,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,44,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,45,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,46,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,47,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,48,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,49,-1.9450294362860059,1.6310513322812111e-06
Poisson,Poisson,4,50,-1.9450294362860059,1.6310513322812111e-06
Poisson,Negative Binomial,4,0,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,1,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,2,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,3,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,4,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,5,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,6,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,7,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,8,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,9,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,10,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,11,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,12,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,13,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,14,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,15,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,16,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,17,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,18,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,19,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,20,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,21,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,22,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,23,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,24,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,25,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,26,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,27,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,28,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,29,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,30,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,31,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,32,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,33,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,34,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,35,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,36,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,37,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,38,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,39,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,40,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,41,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,42,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,43,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,44,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,45,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,46,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,47,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,48,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,49,-1.944874230831742,5.765686122145212e-05
Poisson,Negative Binomial,4,50,-1.944874230831742,5.765686122145212e-05
Poisson,NSB (Ours),4,0,-3.028782606124878,0.01773953375027304
Poisson,NSB (Ours),4,1,-1.974250316619873,0.03372829089644014
Poisson,NSB (Ours),4,2,-1.9504950046539307,0.015621738566534597
Poisson,NSB (Ours),4,3,-1.9453754425048828,0.004701464090374169
Poisson,NSB (Ours),4,4,-1.9441683292388916,0.004953340775511285
Poisson,NSB (Ours),4,5,-1.9470175504684448,0.003671352434267318
Poisson,NSB (Ours),4,6,-1.9458212852478027,0.0022940456355142087
Poisson,NSB (Ours),4,7,-1.950466513633728,0.010433892055138777
Poisson,NSB (Ours),4,8,-1.9503962993621826,0.003358499342817607
Poisson,NSB (Ours),4,9,-1.946712613105774,0.0030348933271442356
Poisson,NSB (Ours),4,10,-1.9512676000595093,0.003143907541904755
Poisson,NSB (Ours),4,11,-1.943788766860962,0.0008102369221670265
Poisson,NSB (Ours),4,12,-1.943608283996582,0.0019015942664454277
Poisson,NSB (Ours),4,13,-1.9491225481033325,0.0014719639624122339
Poisson,NSB (Ours),4,14,-1.9452614784240723,0.002095358728197342
Poisson,NSB (Ours),4,15,-1.9503000974655151,0.0017584722175631633
Poisson,NSB (Ours),4,16,-1.9493987560272217,0.0037118376994950287
Poisson,NSB (Ours),4,17,-1.9487379789352417,0.0010316095628269523
Poisson,NSB (Ours),4,18,-1.9486857652664185,0.0012021256591696434
Poisson,NSB (Ours),4,19,-1.9442195892333984,0.0010913091279076276
Poisson,NSB (Ours),4,20,-1.9499868154525757,0.0027540413913641213
Poisson,NSB (Ours),4,21,-1.944293737411499,0.0019121620351350253
Poisson,NSB (Ours),4,22,-1.9488626718521118,0.0009959141365017432
Poisson,NSB (Ours),4,23,-1.9467717409133911,0.002158448984992527
Poisson,NSB (Ours),4,24,-1.9513859748840332,0.0016258273352090106
Poisson,NSB (Ours),4,25,-1.9501920938491821,0.0009790573444922266
Poisson,NSB (Ours),4,26,-1.9470664262771606,0.0025280802437783155
Poisson,NSB (Ours),4,27,-1.945688009262085,0.00151673590296569
Poisson,NSB (Ours),4,28,-1.951762318611145,0.011008787918502952
Poisson,NSB (Ours),4,29,-1.943252682685852,0.0010972458915033407
Poisson,NSB (Ours),4,30,-1.9518375396728516,0.0008292554695658003
Poisson,NSB (Ours),4,31,-1.9493391513824463,0.0010294663986048
Poisson,NSB (Ours),4,32,-1.9534412622451782,0.007758521898926243
Poisson,NSB (Ours),4,33,-1.9439172744750977,0.001698022814663901
Poisson,NSB (Ours),4,34,-1.9435858726501465,0.0009859070712249576
Poisson,NSB (Ours),4,35,-1.9451736211776733,0.004156957257540783
Poisson,NSB (Ours),4,36,-1.9464831352233887,0.0004520909319091315
Poisson,NSB (Ours),4,37,-1.94788658618927,0.0015776114295359498
Poisson,NSB (Ours),4,38,-1.9429912567138672,0.0031467215440017238
Poisson,NSB (Ours),4,39,-1.9539138078689575,0.004320379783588639
Poisson,NSB (Ours),4,40,-1.9593493938446045,0.01569354005990132
Poisson,NSB (Ours),4,41,-1.9437624216079712,0.0011835686141373905
Poisson,NSB (Ours),4,42,-1.9470678567886353,0.001084969172028241
Poisson,NSB (Ours),4,43,-1.9427579641342163,0.00017229205312441957
Poisson,NSB (Ours),4,44,-1.9463599920272827,0.0005846721221325407
Poisson,NSB (Ours),4,45,-1.9443646669387817,0.0004174555067699708
Poisson,NSB (Ours),4,46,-1.9471518993377686,0.0008454004327751851
Poisson,NSB (Ours),4,47,-1.94831383228302,0.00017211518838651432
Poisson,NSB (Ours),4,48,-1.9453095197677612,0.001014554407177827
Poisson,NSB (Ours),4,49,-1.9454395771026611,0.0007625287476885735
Poisson,NSB (Ours),4,50,-1.945959210395813,0.0006806081478759021
Poisson,Softmax NN (Fair),4,0,-5.0457892417907715,3.683492629261785
Poisson,Softmax NN (Fair),4,1,-3.997152328491211,2.615613787308207
Poisson,Softmax NN (Fair),4,2,-3.0805678367614746,1.6213050295936602
Poisson,Softmax NN (Fair),4,3,-2.4887802600860596,0.9227889062155517
Poisson,Softmax NN (Fair),4,4,-2.2095248699188232,0.5438157869498887
Poisson,Softmax NN (Fair),4,5,-2.092663049697876,0.35948068065841543
Poisson,Softmax NN (Fair),4,6,-2.0412402153015137,0.2498236811812477
Poisson,Softmax NN (Fair),4,7,-2.0138444900512695,0.18392320094039555
Poisson,Softmax NN (Fair),4,8,-1.9974076747894287,0.14155925539833764
Poisson,Softmax NN (Fair),4,9,-1.9869476556777954,0.11401696384883003
Poisson,Softmax NN (Fair),4,10,-1.9790408611297607,0.09399924039930933
Poisson,Softmax NN (Fair),4,11,-1.9728928804397583,0.07825320427373085
Poisson,Softmax NN (Fair),4,12,-1.969094157218933,0.06701504648530654
Poisson,Softmax NN (Fair),4,13,-1.9646623134613037,0.05838363758831972
Poisson,Softmax NN (Fair),4,14,-1.963426113128662,0.051003532743994745
Poisson,Softmax NN (Fair),4,15,-1.9606683254241943,0.0452359784139086
Poisson,Softmax NN (Fair),4,16,-1.9594143629074097,0.04130611398963681
Poisson,Softmax NN (Fair),4,17,-1.9565829038619995,0.036695880622686784
Poisson,Softmax NN (Fair),4,18,-1.9559797048568726,0.03299258061980233
Poisson,Softmax NN (Fair),4,19,-1.9555342197418213,0.030180997928516026
Poisson,Softmax NN (Fair),4,20,-1.954459309577942,0.0275206991143184
Poisson,Softmax NN (Fair),4,21,-1.9525142908096313,0.025610902074803193
Poisson,Softmax NN (Fair),4,22,-1.9523937702178955,0.023612056024242906
Poisson,Softmax NN (Fair),4,23,-1.9513540267944336,0.02194129511214608
Poisson,Softmax NN (Fair),4,24,-1.951080083847046,0.020852146771005182
Poisson,Softmax NN (Fair),4,25,-1.9495676755905151,0.018862755184823866
Poisson,Softmax NN (Fair),4,26,-1.9511593580245972,0.017748851895457336
Poisson,Softmax NN (Fair),4,27,-1.950334906578064,0.01655563383236751
Poisson,Softmax NN (Fair),4,28,-1.9508494138717651,0.015442031312804546
Poisson,Softmax NN (Fair),4,29,-1.949804425239563,0.014724611095951292
Poisson,Softmax NN (Fair),4,30,-1.9502079486846924,0.01454628245098662
Poisson,Softmax NN (Fair),4,31,-1.949478268623352,0.014099287523363101
Poisson,Softmax NN (Fair),4,32,-1.9488136768341064,0.012919240289210314
Poisson,Softmax NN (Fair),4,33,-1.948452353477478,0.012114641571339652
Poisson,Softmax NN (Fair),4,34,-1.9486093521118164,0.011558279367667193
Poisson,Softmax NN (Fair),4,35,-1.947316288948059,0.011293274938142535
Poisson,Softmax NN (Fair),4,36,-1.9477301836013794,0.010604356289740937
Poisson,Softmax NN (Fair),4,37,-1.9480534791946411,0.01036480722103296
Poisson,Softmax NN (Fair),4,38,-1.948557734489441,0.009725050357584773
Poisson,Softmax NN (Fair),4,39,-1.9469404220581055,0.009084024240544851
Poisson,Softmax NN (Fair),4,40,-1.9466158151626587,0.00926006329713443
Poisson,Softmax NN (Fair),4,41,-1.9475445747375488,0.008534854422605404
Poisson,Softmax NN (Fair),4,42,-1.9468140602111816,0.008331901390214596
Poisson,Softmax NN (Fair),4,43,-1.947412371635437,0.008297083984516146
Poisson,Softmax NN (Fair),4,44,-1.9481995105743408,0.007781683381594711
Poisson,Softmax NN (Fair),4,45,-1.9468045234680176,0.007505049616875255
Poisson,Softmax NN (Fair),4,46,-1.9482849836349487,0.007622288066348891
Poisson,Softmax NN (Fair),4,47,-1.9463298320770264,0.007301592297649954
Poisson,Softmax NN (Fair),4,48,-1.9459935426712036,0.006768554274964545
Poisson,Softmax NN (Fair),4,49,-1.9459370374679565,0.006056499763587193
Poisson,Softmax NN (Fair),4,50,-1.947513222694397,0.006448537060750534
Poisson,Softmax NN,4,0,-4.860947132110596,3.684912361860935
Poisson,Softmax NN,4,1,-3.0839834213256836,1.7970063580611724
Poisson,Softmax NN,4,2,-2.2321763038635254,0.6375431086258697
Poisson,Softmax NN,4,3,-2.0521678924560547,0.2776013247201695
Poisson,Softmax NN,4,4,-2.0046327114105225,0.15943721671810407
Poisson,Softmax NN,4,5,-1.9834301471710205,0.1061379631227419
Poisson,Softmax NN,4,6,-1.9741265773773193,0.07645208084934413
Poisson,Softmax NN,4,7,-1.9644322395324707,0.060452004816242924
Poisson,Softmax NN,4,8,-1.9611425399780273,0.04848437916382531
Poisson,Softmax NN,4,9,-1.9595376253128052,0.03827854489309637
Poisson,Softmax NN,4,10,-1.9571430683135986,0.03442334056235251
Poisson,Softmax NN,4,11,-1.9543253183364868,0.029363596269847105
Poisson,Softmax NN,4,12,-1.9541598558425903,0.02497677185980906
Poisson,Softmax NN,4,13,-1.9531201124191284,0.021945705609044863
Poisson,Softmax NN,4,14,-1.9518184661865234,0.019294827363079615
Poisson,Softmax NN,4,15,-1.952337622642517,0.01731653501087401
Poisson,Softmax NN,4,16,-1.949575424194336,0.016276146211147553
Poisson,Softmax NN,4,17,-1.9480763673782349,0.014050728523452715
Poisson,Softmax NN,4,18,-1.950820803642273,0.013811194176477356
Poisson,Softmax NN,4,19,-1.9468646049499512,0.011668037531862728
Poisson,Softmax NN,4,20,-1.9481751918792725,0.012224190447243783
Poisson,Softmax NN,4,21,-1.95159912109375,0.010276758968924752
Poisson,Softmax NN,4,22,-1.9457523822784424,0.009231881959205383
Poisson,Softmax NN,4,23,-1.9461137056350708,0.009296238619718305
Poisson,Softmax NN,4,24,-1.948945164680481,0.010340399050137148
Poisson,Softmax NN,4,25,-1.950074315071106,0.009143619928256169
Poisson,Softmax NN,4,26,-1.9474414587020874,0.007421308296123074
Poisson,Softmax NN,4,27,-1.9475046396255493,0.00737120546129413
Poisson,Softmax NN,4,28,-1.9477187395095825,0.006601436387321823
Poisson,Softmax NN,4,29,-1.9474079608917236,0.007359895222781883
Poisson,Softmax NN,4,30,-1.9484902620315552,0.0068063646196083955
Poisson,Softmax NN,4,31,-1.9483730792999268,0.007183620968301907
Poisson,Softmax NN,4,32,-1.9490255117416382,0.006227328866827011
Poisson,Softmax NN,4,33,-1.945258617401123,0.005519183971338639
Poisson,Softmax NN,4,34,-1.9464399814605713,0.0056213676962953854
Poisson,Softmax NN,4,35,-1.9483281373977661,0.00591351956393488
Poisson,Softmax NN,4,36,-1.947681188583374,0.005535077097199509
Poisson,Softmax NN,4,37,-1.944704294204712,0.005138075678493693
Poisson,Softmax NN,4,38,-1.953433632850647,0.004605049589917094
Poisson,Softmax NN,4,39,-1.9481159448623657,0.005410807215137179
Poisson,Softmax NN,4,40,-1.9443169832229614,0.004744443226390416
Poisson,Softmax NN,4,41,-1.9475547075271606,0.004434076130221968
Poisson,Softmax NN,4,42,-1.9453434944152832,0.00447434961153885
Poisson,Softmax NN,4,43,-1.9482282400131226,0.00416896961839623
Poisson,Softmax NN,4,44,-1.9490039348602295,0.004438288516545337
Poisson,Softmax NN,4,45,-1.9467864036560059,0.003678908438708781
Poisson,Softmax NN,4,46,-1.9436174631118774,0.004281458068705402
Poisson,Softmax NN,4,47,-1.9471609592437744,0.0039907112247587586
Poisson,Softmax NN,4,48,-1.9447869062423706,0.004593487212258469
Poisson,Softmax NN,4,49,-1.9446765184402466,0.00324507392046127
Poisson,Softmax NN,4,50,-1.9467374086380005,0.0031415829574244465
Negative Binomial,Poisson,0,0,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,1,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,2,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,3,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,4,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,5,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,6,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,7,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,8,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,9,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,10,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,11,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,12,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,13,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,14,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,15,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,16,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,17,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,18,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,19,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,20,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,21,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,22,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,23,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,24,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,25,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,26,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,27,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,28,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,29,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,30,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,31,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,32,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,33,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,34,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,35,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,36,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,37,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,38,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,39,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,40,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,41,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,42,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,43,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,44,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,45,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,46,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,47,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,48,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,49,-6.276720560242927,2.610417113964369
Negative Binomial,Poisson,0,50,-6.276720560242927,2.610417113964369
Negative Binomial,Negative Binomial,0,0,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,1,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,2,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,3,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,4,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,5,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,6,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,7,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,8,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,9,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,10,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,11,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,12,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,13,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,14,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,15,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,16,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,17,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,18,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,19,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,20,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,21,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,22,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,23,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,24,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,25,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,26,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,27,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,28,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,29,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,30,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,31,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,32,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,33,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,34,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,35,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,36,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,37,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,38,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,39,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,40,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,41,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,42,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,43,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,44,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,45,-3.7669135015168704,0.0002176862094665247
Negative Binomial,Negative Binomial,0,46,-3.7669135015168704,0.0002176862094665247
